Networking.network_create_socket	network_create_socket	function	network_create_socket(type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket.htm
Networking.network_create_socket	network_create_socket	function	network_create_socket(type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket.htm
Networking.network_create_socket_ext	network_create_socket_ext	function	network_create_socket_ext(protocol, port);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket_ext.htm
Networking.network_create_socket_ext	network_create_socket_ext	function	network_create_socket_ext(protocol, port);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket_ext.htm
Networking.network_create_socket_ext	network_create_socket_ext	function	network_create_socket_ext(protocol, port);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket_ext.htm
Networking.network_create_socket_ext	network_create_socket_ext	function	network_create_socket_ext(protocol, port);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket_ext.htm
Networking.network_destroy	network_destroy	function	network_destroy(socket);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_destroy.htm
Networking.network_resolve	network_resolve	function	network_resolve(url);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_resolve.htm
Networking.network_send_binary	network_send_binary	constant	network_send_binary	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_raw.htm
Networking.network_send_broadcast	network_send_broadcast	function	network_send_broadcast(socket, port, bufferid, size);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_broadcast.htm
Networking.network_send_packet	network_send_packet	function	network_send_packet(socket, bufferid, size);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_packet.htm
Networking.network_send_raw	network_send_raw	function	network_send_raw(socket, bufferid, size, [options]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_raw.htm
Networking.network_send_text	network_send_text	constant	network_send_text	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_raw.htm
Networking.network_send_udp	network_send_udp	function	network_send_udp(socket, url, port, bufferid, size);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_udp.htm
Networking.network_send_udp_raw	network_send_udp_raw	function	network_send_udp_raw(socket, url, port, bufferid, size);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_send_udp_raw.htm
Networking.network_set_config	network_set_config	function	network_set_config(config_value, setting);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_set_config.htm
Networking.network_set_timeout	network_set_timeout	function	network_set_timeout(socket, read_timeout, write_timeout);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_set_timeout.htm
Networking.network_socket_bluetooth	network_socket_bluetooth	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_server.htm
Networking.network_socket_wss	network_socket_wss	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Networking/network_create_socket.htm
OS_And_Compiler.GM_build_date	GM_build_date	variable	GM_build_date;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_build_date.htm
OS_And_Compiler.GM_build_type	GM_build_type	variable	GM_build_type;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_build_type.htm
OS_And_Compiler.GM_is_sandboxed	GM_is_sandboxed	variable	GM_is_sandboxed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_is_sandboxed.htm
OS_And_Compiler.GM_project_filename	GM_project_filename	variable	GM_project_filename;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_project_filename.htm
OS_And_Compiler.GM_runtime_version	GM_runtime_version	variable	GM_runtime_version;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_runtime_version.htm
OS_And_Compiler.GM_version	GM_version	variable	GM_version;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/GM_version.htm
OS_And_Compiler.browser_chrome	browser_chrome	constant	browser_chrome	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_edge	browser_edge	constant	browser_edge	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_firefox	browser_firefox	constant	browser_firefox	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_ie	browser_ie	constant	browser_ie	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_ie_mobile	browser_ie_mobile	constant	browser_ie_mobile	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_not_a_browser	browser_not_a_browser	constant	browser_not_a_browser	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_opera	browser_opera	constant	browser_opera	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_safari	browser_safari	constant	browser_safari	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_safari_mobile	browser_safari_mobile	constant	browser_safari_mobile	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_tizen	browser_tizen	constant	browser_tizen	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_unknown	browser_unknown	constant	browser_unknown	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.browser_windows_store	browser_windows_store	constant	browser_windows_store	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.device_emulator	device_emulator	constant	device_emulator	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_ipad	device_ios_ipad	constant	device_ios_ipad	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_ipad_retina	device_ios_ipad_retina	constant	device_ios_ipad_retina	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_iphone	device_ios_iphone	constant	device_ios_iphone	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_iphone5	device_ios_iphone5	constant	device_ios_iphone5	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_iphone6	device_ios_iphone6	constant	device_ios_iphone6	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_iphone6plus	device_ios_iphone6plus	constant	device_ios_iphone6plus	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_iphone_retina	device_ios_iphone_retina	constant	device_ios_iphone_retina	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_ios_unknown	device_ios_unknown	constant	device_ios_unknown	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.device_tablet	device_tablet	constant	device_tablet	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.dll_cdecl	dll_cdecl	constant	dll_cdecl	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_define.htm
OS_And_Compiler.dll_stdcall	dll_stdcall	constant	dll_stdcall	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_define.htm
OS_And_Compiler.environment_get_variable	environment_get_variable	function	environment_get_variable(name);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/environment_get_variable.htm
OS_And_Compiler.external_call	external_call	function	external_call(id, args[0...15]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_call.htm
OS_And_Compiler.external_define	external_define	function	external_define(dll, name, calltype, restype, argnumb, argtype[0], argtype[1], ...argtype[10]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_define.htm
OS_And_Compiler.external_free	external_free	function	external_free(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_free.htm
OS_And_Compiler.gml_pragma	gml_pragma	function	gml_pragma("global", "Init()");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/gml_pragma.htm
OS_And_Compiler.gml_release_mode	gml_release_mode	function	gml_release_mode(flag);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/gml_release_mode.htm
OS_And_Compiler.network_connect_active	network_connect_active	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.network_connect_blocking	network_connect_blocking	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.network_connect_nonblocking	network_connect_nonblocking	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.network_connect_none	network_connect_none	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.network_connect_passive	network_connect_passive	constant	network_connect_passive	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.os_android	os_android	constant	os_android	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_browser	os_browser	variable	os_browser	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_browser.htm
OS_And_Compiler.os_check_permission	os_check_permission	function	os_check_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_check_permission.htm
OS_And_Compiler.os_check_permission	os_check_permission	function	os_check_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_check_permission.htm
OS_And_Compiler.os_check_permission	os_check_permission	function	os_check_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_check_permission.htm
OS_And_Compiler.os_device	os_device	variable	os_device	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_device.htm
OS_And_Compiler.os_gdk	os_gdk	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_get_config	os_get_config	function	os_get_config()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_get_config.htm
OS_And_Compiler.os_get_info	os_get_info	function	os_get_info()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_get_info.htm
OS_And_Compiler.os_get_language	os_get_language	function	os_get_language()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_get_language.htm
OS_And_Compiler.os_get_region	os_get_region	function	os_get_region()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_get_region.htm
OS_And_Compiler.os_gxgames	os_gxgames	constant	os_gxgames	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_ios	os_ios	constant	os_ios	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_is_network_connected	os_is_network_connected	function	os_is_network_connected([attempt_connection]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_network_connected.htm
OS_And_Compiler.os_is_paused	os_is_paused	function	os_is_paused()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_is_paused.htm
OS_And_Compiler.os_linux	os_linux	constant	os_linux	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_lock_orientation	os_lock_orientation	function	os_lock_orientation(flag)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_lock_orientation.htm
OS_And_Compiler.os_macosx	os_macosx	constant	os_macosx	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_operagx	os_operagx	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_permission_denied_dont_request	os_permission_denied_dont_request	constant	os_permission_denied_dont_request	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_check_permission.htm
OS_And_Compiler.os_powersave_enable	os_powersave_enable	function	os_powersave_enable(flag)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_powersave_enable.htm
OS_And_Compiler.os_ps4	os_ps4	constant	os_ps4	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_ps5	os_ps5	constant	os_ps5	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_request_permission	os_request_permission	function	os_request_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_request_permission.htm
OS_And_Compiler.os_request_permission	os_request_permission	function	os_request_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_request_permission.htm
OS_And_Compiler.os_request_permission	os_request_permission	function	os_request_permission("android.permission.RECORD_AUDIO");	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_request_permission.htm
OS_And_Compiler.os_set_orientation_lock	os_set_orientation_lock	function	os_set_orientation_lock(landscape_enable, portrait_enable);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_set_orientation_lock.htm
OS_And_Compiler.os_switch	os_switch	constant	os_switch	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_tvos	os_tvos	constant	os_tvos	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_type	os_type	variable	os_type;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_unknown	os_unknown	constant	os_unknown	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_uwp	os_uwp	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_version	os_version	variable	os_version	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_version.htm
OS_And_Compiler.os_windows	os_windows	constant	os_windows	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_xboxone	os_xboxone	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.os_xboxseriesxs	os_xboxseriesxs	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/os_type.htm
OS_And_Compiler.parameter_count	parameter_count	function	parameter_count();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/parameter_count.htm
OS_And_Compiler.parameter_string	parameter_string	function	parameter_string(n);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/parameter_string.htm
OS_And_Compiler.scheduler_resolution_get	scheduler_resolution_get	function	scheduler_resolution_get();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/scheduler_resolution_get.htm
OS_And_Compiler.scheduler_resolution_set	scheduler_resolution_set	function	scheduler_resolution_set(milliseconds);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/scheduler_resolution_set.htm
OS_And_Compiler.ty_real	ty_real	constant	ty_real	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_define.htm
OS_And_Compiler.ty_string	ty_string	constant	ty_string	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/OS_And_Compiler/external_define.htm
Physics.Fixtures.physics_fixture_add_point	physics_fixture_add_point	function	physics_fixture_add_point(fixture, xpos, ypos)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_add_point.htm
Physics.Fixtures.physics_fixture_bind	physics_fixture_bind	function	physics_fixture_bind(fixture, target)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_bind.htm
Physics.Fixtures.physics_fixture_bind_ext	physics_fixture_bind_ext	function	physics_fixture_bind_ext(fixture, target, xoffset, yoffset)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_bind_ext.htm
Physics.Fixtures.physics_fixture_create	physics_fixture_create	function	physics_fixture_create()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_create.htm
Physics.Fixtures.physics_fixture_delete	physics_fixture_delete	function	physics_fixture_delete(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_delete.htm
Physics.Fixtures.physics_fixture_set_angular_damping	physics_fixture_set_angular_damping	function	physics_fixture_set_angular_damping(fixture, damping)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_angular_damping.htm
Physics.Fixtures.physics_fixture_set_awake	physics_fixture_set_awake	function	physics_fixture_set_awake(fixture, state)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_awake.htm
Physics.Fixtures.physics_fixture_set_box_shape	physics_fixture_set_box_shape	function	physics_fixture_set_box_shape(fixture, halfWidth, halfHeight)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_box_shape.htm
Physics.Fixtures.physics_fixture_set_chain_shape	physics_fixture_set_chain_shape	function	physics_fixture_set_chain_shape(fixture, loop)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_chain_shape.htm
Physics.Fixtures.physics_fixture_set_circle_shape	physics_fixture_set_circle_shape	function	physics_fixture_set_circle_shape(fixture, rad)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_circle_shape.htm
Physics.Fixtures.physics_fixture_set_collision_group	physics_fixture_set_collision_group	function	physics_fixture_set_collision_group(fixture, group);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_collision_group.htm
Physics.Fixtures.physics_fixture_set_density	physics_fixture_set_density	function	physics_fixture_set_density(fixture, density)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_density.htm
Physics.Fixtures.physics_fixture_set_edge_shape	physics_fixture_set_edge_shape	function	physics_fixture_set_edge_shape(fixture, local_x1, local_y1, local_x2, local_y2)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_edge_shape.htm
Physics.Fixtures.physics_fixture_set_friction	physics_fixture_set_friction	function	physics_fixture_set_friction(fixture, friction)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_friction.htm
Physics.Fixtures.physics_fixture_set_kinematic	physics_fixture_set_kinematic	function	physics_fixture_set_kinematic(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_kinematic.htm
Physics.Fixtures.physics_fixture_set_linear_damping	physics_fixture_set_linear_damping	function	physics_fixture_set_linear_damping(fixture, damping)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_linear_damping.htm
Physics.Fixtures.physics_fixture_set_polygon_shape	physics_fixture_set_polygon_shape	function	physics_fixture_set_polygon_shape(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_polygon_shape.htm
Physics.Fixtures.physics_fixture_set_restitution	physics_fixture_set_restitution	function	physics_fixture_set_restitution(fixture, restitution)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_restitution.htm
Physics.Fixtures.physics_fixture_set_sensor	physics_fixture_set_sensor	function	physics_fixture_set_sensor(fixture, state)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_fixture_set_sensor.htm
Physics.Fixtures.physics_get_density	physics_get_density	function	physics_get_density(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_get_density.htm
Physics.Fixtures.physics_get_friction	physics_get_friction	function	physics_get_friction(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_get_friction.htm
Physics.Fixtures.physics_get_restitution	physics_get_restitution	function	physics_get_restitution(fixture)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_get_restitution.htm
Physics.Fixtures.physics_remove_fixture	physics_remove_fixture	function	physics_remove_fixture(id, fixture);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_remove_fixture.htm
Physics.Fixtures.physics_set_density	physics_set_density	function	physics_set_density(fixture, density)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_set_density.htm
Physics.Fixtures.physics_set_friction	physics_set_friction	function	physics_set_friction(fixture, friction)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_set_friction.htm
Physics.Fixtures.physics_set_restitution	physics_set_restitution	function	physics_set_restitution(fixture, restitution)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Fixtures/physics_set_restitution.htm
Physics.Forces.physics_apply_angular_impulse	physics_apply_angular_impulse	function	physics_apply_angular_impulse(impulse)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_angular_impulse.htm
Physics.Forces.physics_apply_force	physics_apply_force	function	physics_apply_force(xpos, ypos, xforce, yforce)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_force.htm
Physics.Forces.physics_apply_impulse	physics_apply_impulse	function	physics_apply_impulse(xpos, ypos, ximpulse, yimpulse)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_impulse.htm
Physics.Forces.physics_apply_local_force	physics_apply_local_force	function	physics_apply_local_force(xlocal, ylocal, xforce, yforce)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_local_force.htm
Physics.Forces.physics_apply_local_impulse	physics_apply_local_impulse	function	physics_apply_local_impulse(xpos, ypos, ximpulse, yimpulse)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_local_impulse.htm
Physics.Forces.physics_apply_torque	physics_apply_torque	function	physics_apply_torque(torque)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Forces/physics_apply_torque.htm
Physics.Joints.phy_joint_anchor_1_x	phy_joint_anchor_1_x	constant	phy_joint_anchor_1_x	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_anchor_1_y	phy_joint_anchor_1_y	constant	phy_joint_anchor_1_y	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_anchor_2_x	phy_joint_anchor_2_x	constant	phy_joint_anchor_2_x	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_anchor_2_y	phy_joint_anchor_2_y	constant	phy_joint_anchor_2_y	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_angle	phy_joint_angle	constant	phy_joint_angle	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_angle_limits	phy_joint_angle_limits	constant	phy_joint_angle_limits	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_damping_ratio	phy_joint_damping_ratio	constant	phy_joint_damping_ratio	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_frequency	phy_joint_frequency	constant	phy_joint_frequency	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_length_1	phy_joint_length_1	constant	phy_joint_length_1	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
Physics.Joints.phy_joint_length_2	phy_joint_length_2	constant	phy_joint_length_2	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Physics/Joints/Physics_Joint_Constants.htm
